image,updated_at,annotation_id,choice,lead_time,id,created_at,annotator
/data/upload/3/957174ee-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_OGJx03S.JPG,2023-05-24T07:09:07.573665Z,284,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),44.333,203,2023-05-24T07:09:07.573625Z,5
/data/upload/3/1cd32b12-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_4LNTDw0.JPG,2023-05-24T07:09:31.766698Z,285,[MO-TP] Multiple objects present - All objects detected,14.404,204,2023-05-24T07:09:31.766654Z,5
/data/upload/3/6e11fddb-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_0YkJKe9.JPG,2023-05-24T07:09:59.021647Z,286,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),7.169,205,2023-05-24T07:09:59.021590Z,5
/data/upload/3/c24c012a-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_MWg3aEO.JPG,2023-05-24T07:10:08.892028Z,287,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),4.408,206,2023-05-24T07:10:08.891985Z,5
/data/upload/3/4eaa5f3b-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_5GcGokD.JPG,2023-05-24T07:45:03.383373Z,554,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),3.521,207,2023-05-24T07:45:03.383335Z,5
/data/upload/3/6b6d9238-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_HlkmvJO.JPG,2023-05-24T07:11:07.229763Z,288,[MO-TP] Multiple objects present - All objects detected,8.138,208,2023-05-24T07:11:07.229720Z,5
/data/upload/3/f0874d8e-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_diWhzKt.JPG,2023-05-24T07:11:13.592988Z,289,[MO-TP] Multiple objects present - All objects detected,4.69,209,2023-05-24T07:11:13.592929Z,5
/data/upload/3/0f8dcc83-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_yFzRaBv.JPG,2023-05-24T07:11:21.138967Z,290,[MO-TP] Multiple objects present - All objects detected,5.657,210,2023-05-24T07:11:21.138919Z,5
/data/upload/3/72f07673-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_Tq7y6dM.JPG,2023-05-24T07:11:26.558368Z,291,[MO-TP] Multiple objects present - All objects detected,3.711,211,2023-05-24T07:11:26.558324Z,5
/data/upload/3/2e7af7cf-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_BrA3q1N.JPG,2023-05-24T07:11:32.153601Z,292,[MO-TP] Multiple objects present - All objects detected,4.095,212,2023-05-24T07:11:32.153558Z,5
/data/upload/3/2d575132-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_MFSI8iC.JPG,2023-05-24T07:11:41.572423Z,293,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),7.179,213,2023-05-24T07:11:41.572384Z,5
/data/upload/3/63982bcb-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_XLn9z8J.JPG,2023-05-24T07:11:59.094207Z,295,[MO-TP] Multiple objects present - All objects detected,7.252,214,2023-05-24T07:11:59.094166Z,5
/data/upload/3/0c1bd7bf-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_Vg5euBi.JPG,2023-05-24T07:12:08.913600Z,298,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),4.471,215,2023-05-24T07:12:08.913557Z,5
/data/upload/3/6b2edccb-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_skfpaXd.JPG,2023-05-24T07:12:18.022260Z,300,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),3.688,216,2023-05-24T07:12:18.022218Z,5
/data/upload/3/a32715dc-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_QdnW6yF.JPG,2023-05-24T07:12:26.059040Z,302,[MO-TP] Multiple objects present - All objects detected,5.101,217,2023-05-24T07:12:26.058997Z,5
/data/upload/3/368d311b-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_9Dihm8I.JPG,2023-05-24T07:12:36.649833Z,304,[SO-TP] Single object present - single object detected,5.565,218,2023-05-24T07:12:36.649790Z,5
/data/upload/3/1ff3da57-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_oiyZ7xl.JPG,2023-05-24T07:12:43.657133Z,307,[MO-TP] Multiple objects present - All objects detected,4.974,219,2023-05-24T07:12:43.657089Z,5
/data/upload/3/77b39872-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_SV8Sp04.JPG,2023-05-24T07:12:49.712999Z,308,[SO-TP] Single object present - single object detected,3.656,220,2023-05-24T07:12:49.712934Z,5
/data/upload/3/d3e9c084-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_Vu3thHX.JPG,2023-05-24T07:12:56.388780Z,309,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),4.576,221,2023-05-24T07:12:56.388721Z,5
/data/upload/3/70f05752-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_5gQ4ZY8.JPG,2023-05-24T07:15:28.994554Z,312,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),101.221,222,2023-05-24T07:13:15.322491Z,5
/data/upload/3/09b916da-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_MjSAOJZ.JPG,2023-05-24T07:15:39.035145Z,332,[SO-TP] Single object present - single object detected,5.0,223,2023-05-24T07:15:39.035106Z,5
/data/upload/3/6c2041db-anno_dataProsjekter3823001_17_metodesats_analyse_23_04_jepsenMegadetec_YOZrat8.JPG,2023-05-24T07:15:54.093264Z,336,[MO-FN] Multiple objects present  - detected < present (i.e. the model fails to detect one or more objects),9.667,224,2023-05-24T07:15:54.093224Z,5
