Time,Participant,Your question here? | 0a2448958a8a2834ccf025048e3595ef.JPG,Your question here? | 0b149320c19aa3e40936217772fcefc4.JPG,Your question here? | 0bfc0ebc857980fc1fcbd1e6890bbd1d.JPG,Your question here? | 0c51ee124024dcc879ee17f1621a5a78.JPG,Your question here? | 0dd39bda743b5d7733d414e280699306.JPG,Your question here? | 10cbe0126bb7b537704627c718d8cb55.JPG,Your question here? | 11c67c5d6c2bbcfa5edde708715b6185.JPG,Your question here? | 12ce5d86223666245cd078daad91ec05.JPG,Your question here? | 14d6df638fda1f1f92e390d6f5db7476.JPG,Your question here? | 15d2be723c4b56955c88330f71ebd01a.JPG,Your question here? | 16f06de80548fafd2da5ec8025754a0b.JPG,Your question here? | 1937dedc2cf28f448620c1a04f55cee1.JPG,Your question here? | 1987c28f7eb45a0db90b82cca14acdb0.JPG,Your question here? | 1b5360b8026f2bb16f12df7ab216d551.JPG,Your question here? | 1e42483c9fa127e298bbaa50cc6a1055.JPG,Your question here? | 1f62fa2aa77efc04fbcda985a2006fb7.JPG,Your question here? | 22987c20de04c92de364717fd980236e.JPG,Your question here? | 22de2f7398db967a721448e62ff73546.JPG,Your question here? | 2d0ca556033b1a3ea2f5783853201ee3.JPG,Your question here? | 2e6f735a21d54076f8505443cf028f95.JPG,Your question here? | 316d20d9d53ac0e0717a0fc9664e31e8.JPG,Your question here? | 350b8d6799d70a2e70f7ed5adc564dd3.JPG,Your question here? | 379ee79efba914762335cf9c0a299730.JPG,Your question here? | 37a19363ebc62ec1843ab8b207ca3f6a.JPG,Your question here? | 39353b79ad1d9495f64ad5eea940934d.JPG,Your question here? | 3a5f63e8a7e729f69a76b5fc42c8b549.JPG,Your question here? | 3b7d362bc4bc67caf981c7ecd4b161ea.JPG,Your question here? | 3d3dfda06923b78d3e6e3f61235ed9cb.JPG,Your question here? | 3e8f21f8aedf315fa76ce75ac37bff65.JPG,Your question here? | 3f88c9558b8443bd3a6316dcf1410699.JPG,Your question here? | 420218cd3c376c6a1a09236b993dbfb5.JPG,Your question here? | 420ad60620d77d8877cc405768ed03a1.JPG,Your question here? | 49809eb298df6432fc4daca554458a22.JPG,Your question here? | 4b5de589aa80b1596d448d952d707f13.JPG,Your question here? | 4d1612758957df5b657e70872f31250e.JPG,Your question here? | 562905ad4014857782d8341c2ebdd8e7.JPG,Your question here? | 562fbe52fc78c2254295016bd46b7acd.JPG,Your question here? | 5834a03d9368e6a01ede9f96686cd2e3.JPG,Your question here? | 58575624b48111a50b46f330c8f72d75.JPG,Your question here? | 58f3be1725113cf811940f1ec2745b8e.JPG,Your question here? | 5a8ffcfa5cffcccd7169f2a1244323a3.JPG,Your question here? | 5c8484008478dcb6ab31f5662aa53b0f.JPG,Your question here? | 5e1e956ffbeb7587a8a8667606727070.JPG,Your question here? | 608948d9cc550d674bcc8c1e6a901846.JPG,Your question here? | 62466e008636f2866120c46ec8498011.JPG,Your question here? | 648e776aaa113194760bff5b7655dc83.JPG,Your question here? | 667defe540bdbeaf6aa419cd6d28d993.JPG,Your question here? | 6addd4e87c125741c0a7fcebc0adc30f.JPG,Your question here? | 6c9ad41a57a97d0e7937e6338ed48d97.JPG,Your question here? | 6f8f76142502eb4e27a701633e14853b.JPG,Your question here? | 701d1dea73a7e60e96f594f4e22d7429.JPG,Your question here? | 7062f268a73ca138867f475bd276ebd2.JPG,Your question here? | 742cc7f94be4dd5b4d733d62d176f65a.JPG,Your question here? | 74c55560c14984a76fbb415bda996f46.JPG,Your question here? | 75c4234bb83dad6a03c0b434036762bb.JPG,Your question here? | 75c52e6eb257769c63d8e5dca92fbabc.JPG,Your question here? | 7a658d4ae97a193f139b44c29516bbb4.JPG,Your question here? | 7b145f7b1deae1c674bccc0499b54c69.JPG,Your question here? | 7c0a49a70a9a48f9f0578814d5a632a5.JPG,Your question here? | 8054e09e2be30d6aa518d5741a4cb3d4.JPG,Your question here? | 81e201f2453e234fcdb436b2b997fbbf.JPG,Your question here? | 835f715cefe782cf4359305da0482279.JPG,Your question here? | 837ce2a6f911fd37a5ff239eb6d92525.JPG,Your question here? | 89c5ad48cb7e23e660c72aeb15afecbe.JPG,Your question here? | 8fb23f77089620737862389e2fb91dca.JPG,Your question here? | 936adaa68b266e4e53d43ec39114ed99.JPG,Your question here? | 98afd3340c0cfa5e5cdd80695ac695ee.JPG,Your question here? | 9a19a37e77cf20800cd8a85f5355907a.JPG,Your question here? | 9a4a2dd173becc90b8ae652ea12a556d.JPG,Your question here? | 9b35f2a2a3c778c67a5246cb08bc1f07.JPG,Your question here? | 9e7e5fe76e394708ee964e4426511593.JPG,Your question here? | a0af2c2e35b52ec91edeba3331fa8691.JPG,Your question here? | a1838d049c3578a85b29157f2d1cacf9.JPG,Your question here? | a3112885ea138bf188ba6a3eac193a69.JPG,Your question here? | a4b0b4135bbce1239a460a146c7ab4df.JPG,Your question here? | a75938b5924768de1106872615d5c7f3.JPG,Your question here? | afa07cec6d98515eaee09d47a8535e42.JPG,Your question here? | b13b167344e0f146bf1d09b53cb44f1b.JPG,Your question here? | b13e517627e6941a340071235fa4fad3.JPG,Your question here? | b1dc20d2bbf47feae9fcd42cbfb4de27.JPG,Your question here? | b372d41d5c1ab0c47cebffd3d3216b48.JPG,Your question here? | b510553d796603d6b35e9a647291e57f.JPG,Your question here? | b8dee9d7f2e726dec1f28238f4e9daba.JPG,Your question here? | bab93e6571cf001cf053691588c428ce.JPG,Your question here? | baec1c5fc502f7d2c3c6e5272ae246e1.JPG,Your question here? | bda5d4e414110f24bf9c7053c6af2ce4.JPG,Your question here? | bdfe94b5a2261591183a17c65a1ba469.JPG,Your question here? | c05d6faa28e569971e69c1fffa9528d9.JPG,Your question here? | c0a6c27877b91cae7ac6ed8e615ee4bc.JPG,Your question here? | c1847bd309d72c79ac0a9d4e743bad4e.JPG,Your question here? | c90c1d02de638ad3e34ea1906d827bbd.JPG,Your question here? | ca75e7c8546eed0a0a0cf34f687772d3.JPG,Your question here? | caf6d3f8ee2625fd0c8bbeb8ec136734.JPG,Your question here? | cbb9d37e3c081d9f40d3d306ce370789.JPG,Your question here? | cd5c5955507218cf71042413fa2034f2.JPG,Your question here? | d097fa520d731f95fe9260704f2eb8bb.JPG,Your question here? | d09b604e5a3f2037a9e8ba41d793a8d4.JPG,Your question here? | d1a14ecc16f7908400ce962023c03dde.JPG,Your question here? | d6c67e4cceebb1b95fd29b6c2dadec2f.JPG,Your question here? | d7d91d6a07a640af27d86452797adda5.JPG,Your question here? | d8b6fc49a460422dd9e5b5a02370e36d.JPG,Your question here? | d9e1e52784b7204f06aa43f7bd901a8f.JPG,Your question here? | db4581bf508b9a4a09bec2ecf5b317dc.JPG,Your question here? | dbe66bbc250894a116d312c68a898192.JPG,Your question here? | dc0175d8cfb6286ea9cff2f94b9cfba9.JPG,Your question here? | dfc384873a40f554668d3865d61d5108.JPG,Your question here? | dffe31c3a7cb23f08ae579ca51f47c65.JPG,Your question here? | e049be71a769b05360acd5feab549b58.JPG,Your question here? | e0b683735ee95f8e05ad59ef02d8ade9.JPG,Your question here? | e0fa08a3779c2342dabae7f40eaba5d2.JPG,Your question here? | e5617e6990a35eed1a73289cef7c494d.JPG,Your question here? | e5a2cdbdbc1577b4b120b3e0caaf5832.JPG,Your question here? | e5f2a7ca547ad45c7bb7e1b11568f562.JPG,Your question here? | e8746eb0670ec2f7a9abf1faffcac708.JPG,Your question here? | eaa2f0f0105a7024d77b418f172624fd.JPG,Your question here? | eb2df64d2c690beae5e2cfd29eb02e42.JPG,Your question here? | eea37562e43cfcd22644573d78a8917b.JPG,Your question here? | ef15fac12778dbf13371645afcec5799.JPG,Your question here? | f1e8978925b950a0b2e1e92b8492ae01.JPG,Your question here? | f2b75d5c407f1357e5f99d18fc4ba0c2.JPG,Your question here? | f4dc44c2e1ac18a805f150b14f6b7253.JPG,Your question here? | f5aa46a6c12cd5375d4df61a50bdba21.JPG,Your question here? | f6b71b0d04188252efe865395aff58db.JPG,Your question here? | f84f09ba5ef33cd5dbe277d00e4c1768.JPG,Your question here? | f88c984af060260856978624b4e7889a.JPG,Your question here? | f8bd341370051ab5db5f78120819b24c.JPG,Your question here? | f8d459f5577d7c1603f1c6f018a39420.JPG,Your question here? | fd4e6a733155f99ab9f3f62dc381b094.JPG,Your question here? | feddf465725de1b8186e930cd0337a65.JPG,Your question here? | ff199758cde217903f85be6b8bc42b49.JPG
2023-02-20T07:17:56.367Z,Steven,1,3,3,2,5,5,5,1,4,2,4,1,2,2,1,4,3,5,1,2,1,4,2,3,3,2,4,4,4,4,4,2,4,2,3,1,1,1,1,2,3,4,5,4,5,2,1,3,2,1,5,5,3,5,5,3,4,4,3,2,1,2,1,4,3,1,3,3,1,1,2,5,3,3,2,5,5,1,3,1,5,1,2,4,5,5,1,2,5,5,3,3,3,1,4,5,4,5,5,4,1,1,1,4,3,3,4,4,5,5,5,2,1,5,1,5,5,3,1,3,1,1,4,3,2,4,4,4,2,1
2023-02-21T11:56:36.675Z,Lars Rød-Eriksen,1,3,3,2,4,5,4,1,3,2,3,1,2,2,1,4,2,5,1,3,1,4,2,3,3,4,4,4,4,4,3,2,2,2,3,1,1,1,1,2,3,4,5,5,5,2,1,3,2,1,3,5,2,5,5,3,4,3,2,2,1,2,1,4,3,1,2,2,1,1,2,4,2,2,2,4,5,1,3,1,5,1,2,4,5,5,1,2,5,4,3,3,3,1,5,4,3,5,4,3,1,1,1,4,3,3,3,4,5,4,5,2,1,5,1,5,5,2,1,2,1,2,4,3,2,4,3,3,2,1
2023-02-23T15:30:37.611Z,Sunniva Bahlk,1,3,3,2,4,5,5,1,4,3,4,1,3,4,1,4,3,4,1,3,1,4,,2,4,2,5,4,4,4,4,4,3,4,4,2,1,1,1,3,3,4,4,4,5,2,1,4,3,2,4,5,4,5,5,4,4,3,2,4,1,4,1,4,3,1,4,4,1,1,4,5,4,3,3,4,5,1,4,2,5,1,4,5,5,4,1,3,5,5,4,3,3,2,4,4,4,5,4,3,1,1,1,5,3,3,4,4,5,5,5,3,2,5,2,5,5,3,1,3,2,2,4,4,3,4,4,4,3,2
2023-02-27T07:23:57.448Z,Joachim Töpper,1,3,2,2,4,5,5,1,4,3,4,1,2,3,1,3,3,5,1,3,1,3,1,5,4,1,4,5,4,4,4,4,2,4,3,1,1,1,1,4,2,4,5,4,5,2,1,4,2,1,3,5,4,5,5,4,4,3,2,4,1,4,1,3,3,1,2,4,1,1,4,5,3,4,3,3,5,1,3,1,5,1,3,4,5,4,1,2,5,4,4,3,2,1,3,4,4,5,4,3,1,1,1,4,3,2,3,4,5,5,4,2,1,5,1,5,5,3,1,2,1,1,3,2,2,3,3,3,3,1
2023-02-27T07:41:52.874Z,Jenny,1,3,2,1,5,5,5,1,4,4,3,1,1,4,1,3,3,5,1,2,1,4,2,4,4,3,4,4,4,3,4,3,2,3,3,1,1,1,1,2,2,4,4,5,5,1,1,4,2,1,4,5,3,5,5,4,3,4,1,4,1,3,1,3,3,1,3,3,1,1,3,4,3,3,3,4,5,1,2,1,5,1,3,4,4,4,1,2,5,4,3,2,2,1,4,4,4,5,4,3,1,1,1,5,2,2,3,3,5,5,4,2,1,5,1,5,5,3,1,2,1,1,4,3,2,3,3,3,2,1
2023-02-27T07:50:07.384Z,Arnå,1,3,3,2,3,5,5,1,4,3,4,2,2,3,1,4,4,4,1,3,1,4,2,3,3,4,4,4,4,4,4,2,2,4,4,2,1,2,1,3,4,4,5,5,5,2,1,5,2,2,3,5,3,5,5,4,4,4,2,2,1,2,1,3,3,1,2,4,1,1,4,5,3,2,3,4,5,1,3,1,5,1,2,3,4,4,1,2,5,4,3,2,2,1,3,4,4,5,4,3,1,1,1,3,3,2,3,3,5,5,4,2,1,5,1,4,4,2,1,3,1,2,3,2,2,3,2,3,2,1
2023-02-27T08:04:08.737Z,JUJ,1,3,2,2,4,5,5,1,4,3,4,1,1,3,1,4,4,5,1,4,1,4,1,4,4,1,5,5,4,4,4,3,2,4,4,1,1,1,1,3,3,5,5,4,5,1,1,3,2,1,3,5,3,5,5,5,5,4,3,4,1,3,1,3,3,1,3,4,1,1,3,5,3,3,3,5,5,1,3,1,5,1,3,4,5,5,1,3,5,5,3,3,2,1,5,4,3,5,4,4,1,1,1,4,3,3,3,5,5,5,5,2,1,5,1,5,5,3,1,3,1,1,4,3,2,4,3,4,3,1
2023-02-28T16:40:31.803Z,Nina E. Eide ,1,4,2,1,4,4,4,1,3,2,3,1,1,2,1,4,4,4,1,2,1,4,1,3,4,1,4,4,4,3,4,2,2,3,3,1,1,1,1,2,2,4,4,5,4,1,1,2,1,1,3,5,2,4,4,2,4,3,1,2,1,2,1,3,2,1,2,3,1,1,3,4,2,2,2,5,5,1,3,1,5,1,2,4,4,4,1,1,5,3,2,2,2,1,4,4,3,5,4,4,1,1,1,4,3,2,3,3,5,5,4,2,1,5,1,5,5,2,1,2,1,1,2,3,2,3,3,3,2,1
2023-02-28T19:47:14.974Z,Arild Landa,1,3,2,2,4,4,4,1,3,3,4,1,2,3,1,3,4,5,1,3,1,4,2,3,3,2,4,4,4,3,3,3,3,4,3,2,1,1,1,3,3,4,4,3,5,2,1,3,2,1,2,5,3,4,4,4,4,3,2,4,1,4,1,3,3,1,3,4,1,1,3,4,3,3,2,4,5,1,3,1,4,1,3,3,4,4,1,2,4,4,4,3,2,1,4,4,4,5,4,4,1,1,1,4,3,2,3,4,5,4,4,2,1,4,1,4,4,3,2,3,1,1,4,2,2,3,3,4,3,1
2023-03-01T08:42:04.522Z,Signe Christensen-Dalsgaard,1,3,2,2,4,5,4,1,3,2,4,1,2,2,1,3,4,4,1,3,1,4,1,3,4,2,4,5,4,3,4,2,2,2,3,1,1,1,1,2,2,4,4,5,5,1,1,3,2,1,2,5,3,5,5,3,4,3,2,4,1,3,1,3,3,1,2,3,1,1,3,5,2,3,2,4,5,1,3,1,5,1,3,4,4,4,1,2,5,4,3,2,2,1,4,4,3,5,4,3,1,1,1,3,2,2,3,4,5,5,4,2,1,5,1,4,4,2,1,2,1,1,3,3,2,3,3,4,2,1
2023-03-01T11:26:39.306Z,Benjamin,1,3,2,2,5,4,5,1,5,4,5,1,1,3,1,4,4,5,1,4,1,5,1,4,5,1,5,5,5,5,5,4,2,4,5,1,1,1,1,4,3,5,4,5,5,1,1,4,2,1,3,5,4,5,5,4,5,4,2,4,1,4,1,4,3,1,2,4,1,1,4,5,3,3,3,4,5,1,3,1,5,1,4,5,5,5,1,2,5,5,4,3,1,1,5,4,3,5,4,3,1,1,1,5,3,2,3,4,5,5,4,2,1,5,1,4,4,3,1,2,1,1,3,3,2,3,4,4,3,1
2023-03-01T16:30:27.361Z,frafra,1,3,2,4,3,5,4,1,4,3,4,1,1,3,1,4,3,4,1,3,2,4,1,4,4,2,4,5,4,4,2,2,2,2,3,1,1,1,1,2,2,4,4,4,5,1,1,4,2,1,2,5,4,5,5,4,4,3,1,3,1,3,1,3,3,1,2,5,1,1,3,4,4,3,3,4,5,1,3,1,5,1,4,3,3,4,1,1,5,5,4,2,2,1,5,4,4,5,4,3,1,1,1,4,3,2,2,4,5,5,5,2,1,5,5,5,5,3,1,2,1,1,4,3,2,4,3,4,3,1
